name,weight,treatment,lipid,lipid_class,area,batch
20231228_Laezza_Lipidomics_#13,113,deltamethrin,PC(20:1_20:4)+AcO,PC,0.0326,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,PC(20:1_20:4)+AcO,PC,0.039,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,PC(20:1_20:4)+AcO,PC,0.0321,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,PC(20:1_20:4)+AcO,PC,0.0588,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,PC(20:1_20:4)+AcO,PC,0.0236,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,PC(20:1_20:4)+AcO,PC,0.0425,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,PC(20:1_20:4)+AcO,PC,0.0407,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,PC(20:1_20:4)+AcO,PC,0.0482,1
20231228_Laezza_Lipidomics_#1,106,control,PC(20:1_22:4)+AcO,PC,0.00173,1
20231228_Laezza_Lipidomics_#2,82,control,PC(20:1_22:4)+AcO,PC,0.0018,1
20231228_Laezza_Lipidomics_#3,92,control,PC(20:1_22:4)+AcO,PC,0.00109,1
20231228_Laezza_Lipidomics_#4,105,control,PC(20:1_22:4)+AcO,PC,0.000984,1
20231228_Laezza_Lipidomics_#5,100,control,PC(20:1_22:4)+AcO,PC,0.00153,1
20231228_Laezza_Lipidomics_#6,52,control,PC(20:1_22:4)+AcO,PC,0.00137,1
20231228_Laezza_Lipidomics_#7,86,control,PC(20:1_22:4)+AcO,PC,0.00334,1
20231228_Laezza_Lipidomics_#8,97,control,PC(20:1_22:4)+AcO,PC,0.00128,1
20231228_Laezza_Lipidomics_#9,116,control,PC(20:1_22:4)+AcO,PC,0.00151,1
20231228_Laezza_Lipidomics_#10,101,control,PC(20:1_22:4)+AcO,PC,0.00135,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,PC(20:1_22:4)+AcO,PC,0.00179,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,PC(20:1_22:4)+AcO,PC,0.00124,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,PC(20:1_22:4)+AcO,PC,0.000665,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,PC(20:1_22:4)+AcO,PC,0.00137,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,PC(20:1_22:4)+AcO,PC,0.00153,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,PC(20:1_22:4)+AcO,PC,0.00196,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,PC(20:1_22:4)+AcO,PC,0.000749,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,PC(20:1_22:4)+AcO,PC,0.000861,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,PC(20:1_22:4)+AcO,PC,0.00121,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,PC(20:1_22:4)+AcO,PC,0.00136,1
20231228_Laezza_Lipidomics_#1,106,control,PC(20:1_22:5)+AcO,PC,0.00051,1
20231228_Laezza_Lipidomics_#2,82,control,PC(20:1_22:5)+AcO,PC,0.000732,1
20231228_Laezza_Lipidomics_#3,92,control,PC(20:1_22:5)+AcO,PC,0.00077,1
20231228_Laezza_Lipidomics_#4,105,control,PC(20:1_22:5)+AcO,PC,0.000514,1
20231228_Laezza_Lipidomics_#5,100,control,PC(20:1_22:5)+AcO,PC,0.000735,1
20231228_Laezza_Lipidomics_#6,52,control,PC(20:1_22:5)+AcO,PC,0.000746,1
20231228_Laezza_Lipidomics_#7,86,control,PC(20:1_22:5)+AcO,PC,0.00111,1
20231228_Laezza_Lipidomics_#8,97,control,PC(20:1_22:5)+AcO,PC,0.000291,1
20231228_Laezza_Lipidomics_#9,116,control,PC(20:1_22:5)+AcO,PC,0.00054,1
20231228_Laezza_Lipidomics_#10,101,control,PC(20:1_22:5)+AcO,PC,0.00102,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,PC(20:1_22:5)+AcO,PC,0.000743,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,PC(20:1_22:5)+AcO,PC,0.000872,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,PC(20:1_22:5)+AcO,PC,0.000341,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,PC(20:1_22:5)+AcO,PC,0.00045,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,PC(20:1_22:5)+AcO,PC,0.00043,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,PC(20:1_22:5)+AcO,PC,0.00125,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,PC(20:1_22:5)+AcO,PC,0.000588,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,PC(20:1_22:5)+AcO,PC,0.000486,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,PC(20:1_22:5)+AcO,PC,0.000251,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,PC(20:1_22:5)+AcO,PC,0.000779,1
20231228_Laezza_Lipidomics_#1,106,control,PC(20:1_22:6)+AcO,PC,0.00884,1
20231228_Laezza_Lipidomics_#2,82,control,PC(20:1_22:6)+AcO,PC,0.0133,1
20231228_Laezza_Lipidomics_#3,92,control,PC(20:1_22:6)+AcO,PC,0.00894,1
20231228_Laezza_Lipidomics_#4,105,control,PC(20:1_22:6)+AcO,PC,0.00608,1
20231228_Laezza_Lipidomics_#5,100,control,PC(20:1_22:6)+AcO,PC,0.00919,1
20231228_Laezza_Lipidomics_#6,52,control,PC(20:1_22:6)+AcO,PC,0.012,1
20231228_Laezza_Lipidomics_#7,86,control,PC(20:1_22:6)+AcO,PC,0.0206,1
20231228_Laezza_Lipidomics_#8,97,control,PC(20:1_22:6)+AcO,PC,0.0122,1
20231228_Laezza_Lipidomics_#9,116,control,PC(20:1_22:6)+AcO,PC,0.00888,1
20231228_Laezza_Lipidomics_#10,101,control,PC(20:1_22:6)+AcO,PC,0.0134,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,PC(20:1_22:6)+AcO,PC,0.0116,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,PC(20:1_22:6)+AcO,PC,0.0164,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,PC(20:1_22:6)+AcO,PC,0.00628,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,PC(20:1_22:6)+AcO,PC,0.00948,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,PC(20:1_22:6)+AcO,PC,0.00784,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,PC(20:1_22:6)+AcO,PC,0.0135,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,PC(20:1_22:6)+AcO,PC,0.00617,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,PC(20:1_22:6)+AcO,PC,0.00999,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,PC(20:1_22:6)+AcO,PC,0.00935,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,PC(20:1_22:6)+AcO,PC,0.00987,1
20231228_Laezza_Lipidomics_#1,106,control,PC(20:2_20:3)+AcO,PC,0.000529,1
20231228_Laezza_Lipidomics_#2,82,control,PC(20:2_20:3)+AcO,PC,0.000905,1
20231228_Laezza_Lipidomics_#3,92,control,PC(20:2_20:3)+AcO,PC,0.000702,1
20231228_Laezza_Lipidomics_#4,105,control,PC(20:2_20:3)+AcO,PC,0.000191,1
20231228_Laezza_Lipidomics_#5,100,control,PC(20:2_20:3)+AcO,PC,0.00139,1
20231228_Laezza_Lipidomics_#6,52,control,PC(20:2_20:3)+AcO,PC,0.000411,1
20231228_Laezza_Lipidomics_#7,86,control,PC(20:2_20:3)+AcO,PC,0.000626,1
20231228_Laezza_Lipidomics_#8,97,control,PC(20:2_20:3)+AcO,PC,0.00131,1
20231228_Laezza_Lipidomics_#9,116,control,PC(20:2_20:3)+AcO,PC,0.000388,1
20231228_Laezza_Lipidomics_#10,101,control,PC(20:2_20:3)+AcO,PC,0.00085,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,PC(20:2_20:3)+AcO,PC,0.000678,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,PC(20:2_20:3)+AcO,PC,0.00117,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,PC(20:2_20:3)+AcO,PC,0.000586,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,PC(20:2_20:3)+AcO,PC,0.000942,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,PC(20:2_20:3)+AcO,PC,0.000395,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,PC(20:2_20:3)+AcO,PC,0.00102,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,PC(20:2_20:3)+AcO,PC,0.000442,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,PC(20:2_20:3)+AcO,PC,0.000218,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,PC(20:2_20:3)+AcO,PC,0.000658,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,PC(20:2_20:3)+AcO,PC,0.0011,1
20231228_Laezza_Lipidomics_#1,106,control,PC(20:2_20:4)+AcO,PC,0.0103,1
20231228_Laezza_Lipidomics_#2,82,control,PC(20:2_20:4)+AcO,PC,0.014,1
20231228_Laezza_Lipidomics_#3,92,control,PC(20:2_20:4)+AcO,PC,0.0122,1
20231228_Laezza_Lipidomics_#4,105,control,PC(20:2_20:4)+AcO,PC,0.0108,1
20231228_Laezza_Lipidomics_#5,100,control,PC(20:2_20:4)+AcO,PC,0.0148,1
20231228_Laezza_Lipidomics_#6,52,control,PC(20:2_20:4)+AcO,PC,0.016,1
20231228_Laezza_Lipidomics_#7,86,control,PC(20:2_20:4)+AcO,PC,0.0225,1
20231228_Laezza_Lipidomics_#8,97,control,PC(20:2_20:4)+AcO,PC,0.0192,1
20231228_Laezza_Lipidomics_#9,116,control,PC(20:2_20:4)+AcO,PC,0.0111,1
20231228_Laezza_Lipidomics_#10,101,control,PC(20:2_20:4)+AcO,PC,0.016,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,PC(20:2_20:4)+AcO,PC,0.017,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,PC(20:2_20:4)+AcO,PC,0.0191,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,PC(20:2_20:4)+AcO,PC,0.0101,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,PC(20:2_20:4)+AcO,PC,0.012,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,PC(20:2_20:4)+AcO,PC,0.0105,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,PC(20:2_20:4)+AcO,PC,0.0201,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,PC(20:2_20:4)+AcO,PC,0.00798,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,PC(20:2_20:4)+AcO,PC,0.0153,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,PC(20:2_20:4)+AcO,PC,0.0154,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,PC(20:2_20:4)+AcO,PC,0.0164,1
20231228_Laezza_Lipidomics_#1,106,control,PC(20:2_22:6)+AcO,PC,0.00264,1
20231228_Laezza_Lipidomics_#2,82,control,PC(20:2_22:6)+AcO,PC,0.00359,1
20231228_Laezza_Lipidomics_#3,92,control,PC(20:2_22:6)+AcO,PC,0.00147,1
20231228_Laezza_Lipidomics_#4,105,control,PC(20:2_22:6)+AcO,PC,0.00179,1
20231228_Laezza_Lipidomics_#5,100,control,PC(20:2_22:6)+AcO,PC,0.00208,1
20231228_Laezza_Lipidomics_#6,52,control,PC(20:2_22:6)+AcO,PC,0.00231,1
20231228_Laezza_Lipidomics_#7,86,control,PC(20:2_22:6)+AcO,PC,0.00444,1
20231228_Laezza_Lipidomics_#8,97,control,PC(20:2_22:6)+AcO,PC,0.00327,1
20231228_Laezza_Lipidomics_#9,116,control,PC(20:2_22:6)+AcO,PC,0.00141,1
20231228_Laezza_Lipidomics_#10,101,control,PC(20:2_22:6)+AcO,PC,0.00263,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,PC(20:2_22:6)+AcO,PC,0.00401,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,PC(20:2_22:6)+AcO,PC,0.00472,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,PC(20:2_22:6)+AcO,PC,0.00177,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,PC(20:2_22:6)+AcO,PC,0.00225,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,PC(20:2_22:6)+AcO,PC,0.00231,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,PC(20:2_22:6)+AcO,PC,0.00433,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,PC(20:2_22:6)+AcO,PC,0.00245,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,PC(20:2_22:6)+AcO,PC,0.0038,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,PC(20:2_22:6)+AcO,PC,0.0027,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,PC(20:2_22:6)+AcO,PC,0.00295,1
20231228_Laezza_Lipidomics_#1,106,control,PC(20:3_20:3)+AcO,PC,0.000788,1
20231228_Laezza_Lipidomics_#2,82,control,PC(20:3_20:3)+AcO,PC,0.00168,1
20231228_Laezza_Lipidomics_#3,92,control,PC(20:3_20:3)+AcO,PC,0.00108,1
20231228_Laezza_Lipidomics_#4,105,control,PC(20:3_20:3)+AcO,PC,0.000767,1
20231228_Laezza_Lipidomics_#5,100,control,PC(20:3_20:3)+AcO,PC,0.000368,1
20231228_Laezza_Lipidomics_#6,52,control,PC(20:3_20:3)+AcO,PC,0.00099,1
20231228_Laezza_Lipidomics_#7,86,control,PC(20:3_20:3)+AcO,PC,0.00171,1
20231228_Laezza_Lipidomics_#8,97,control,PC(20:3_20:3)+AcO,PC,0.000881,1
20231228_Laezza_Lipidomics_#9,116,control,PC(20:3_20:3)+AcO,PC,0.00139,1
20231228_Laezza_Lipidomics_#10,101,control,PC(20:3_20:3)+AcO,PC,0.000984,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,PC(20:3_20:3)+AcO,PC,0.000803,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,PC(20:3_20:3)+AcO,PC,0.00166,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,PC(20:3_20:3)+AcO,PC,0.000917,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,PC(20:3_20:3)+AcO,PC,0.00143,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,PC(20:3_20:3)+AcO,PC,0.000548,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,PC(20:3_20:3)+AcO,PC,0.00183,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,PC(20:3_20:3)+AcO,PC,0.000765,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,PC(20:3_20:3)+AcO,PC,0.000416,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,PC(20:3_20:3)+AcO,PC,0.00081,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,PC(20:3_20:3)+AcO,PC,0.00154,1
20231228_Laezza_Lipidomics_#1,106,control,PC(20:3_20:4)+AcO,PC,0.00578,1
20231228_Laezza_Lipidomics_#2,82,control,PC(20:3_20:4)+AcO,PC,0.00965,1
20231228_Laezza_Lipidomics_#3,92,control,PC(20:3_20:4)+AcO,PC,0.0064,1
20231228_Laezza_Lipidomics_#4,105,control,PC(20:3_20:4)+AcO,PC,0.00631,1
20231228_Laezza_Lipidomics_#5,100,control,PC(20:3_20:4)+AcO,PC,0.00505,1
20231228_Laezza_Lipidomics_#6,52,control,PC(20:3_20:4)+AcO,PC,0.01,1
20231228_Laezza_Lipidomics_#7,86,control,PC(20:3_20:4)+AcO,PC,0.0109,1
20231228_Laezza_Lipidomics_#8,97,control,PC(20:3_20:4)+AcO,PC,0.00923,1
20231228_Laezza_Lipidomics_#9,116,control,PC(20:3_20:4)+AcO,PC,0.00677,1
20231228_Laezza_Lipidomics_#10,101,control,PC(20:3_20:4)+AcO,PC,0.00844,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,PC(20:3_20:4)+AcO,PC,0.0108,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,PC(20:3_20:4)+AcO,PC,0.00979,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,PC(20:3_20:4)+AcO,PC,0.00538,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,PC(20:3_20:4)+AcO,PC,0.00709,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,PC(20:3_20:4)+AcO,PC,0.00528,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,PC(20:3_20:4)+AcO,PC,0.00944,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,PC(20:3_20:4)+AcO,PC,0.00527,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,PC(20:3_20:4)+AcO,PC,0.00895,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,PC(20:3_20:4)+AcO,PC,0.00663,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,PC(20:3_20:4)+AcO,PC,0.00771,1
20231228_Laezza_Lipidomics_#1,106,control,PC(20:3_22:4)+AcO,PC,0.000837,1
20231228_Laezza_Lipidomics_#2,82,control,PC(20:3_22:4)+AcO,PC,0.00147,1
20231228_Laezza_Lipidomics_#3,92,control,PC(20:3_22:4)+AcO,PC,0.000706,1
20231228_Laezza_Lipidomics_#4,105,control,PC(20:3_22:4)+AcO,PC,0.00112,1
20231228_Laezza_Lipidomics_#5,100,control,PC(20:3_22:4)+AcO,PC,0.00175,1
20231228_Laezza_Lipidomics_#6,52,control,PC(20:3_22:4)+AcO,PC,0.000445,1
20231228_Laezza_Lipidomics_#7,86,control,PC(20:3_22:4)+AcO,PC,0.00325,1
20231228_Laezza_Lipidomics_#8,97,control,PC(20:3_22:4)+AcO,PC,0.00166,1
20231228_Laezza_Lipidomics_#9,116,control,PC(20:3_22:4)+AcO,PC,0.000823,1
20231228_Laezza_Lipidomics_#10,101,control,PC(20:3_22:4)+AcO,PC,0.00123,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,PC(20:3_22:4)+AcO,PC,0.00126,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,PC(20:3_22:4)+AcO,PC,0.00113,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,PC(20:3_22:4)+AcO,PC,0.000504,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,PC(20:3_22:4)+AcO,PC,0.000494,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,PC(20:3_22:4)+AcO,PC,0.000999,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,PC(20:3_22:4)+AcO,PC,0.000316,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,PC(20:3_22:4)+AcO,PC,0.00049,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,PC(20:3_22:4)+AcO,PC,0.00157,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,PC(20:3_22:4)+AcO,PC,0.000791,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,PC(20:3_22:4)+AcO,PC,0.00157,1
20231228_Laezza_Lipidomics_#1,106,control,PC(20:3_22:6)+AcO,PC,0.00285,1
20231228_Laezza_Lipidomics_#2,82,control,PC(20:3_22:6)+AcO,PC,0.00443,1
20231228_Laezza_Lipidomics_#3,92,control,PC(20:3_22:6)+AcO,PC,0.00297,1
20231228_Laezza_Lipidomics_#4,105,control,PC(20:3_22:6)+AcO,PC,0.00213,1
20231228_Laezza_Lipidomics_#5,100,control,PC(20:3_22:6)+AcO,PC,0.00355,1
20231228_Laezza_Lipidomics_#6,52,control,PC(20:3_22:6)+AcO,PC,0.00231,1
20231228_Laezza_Lipidomics_#7,86,control,PC(20:3_22:6)+AcO,PC,0.00334,1
20231228_Laezza_Lipidomics_#8,97,control,PC(20:3_22:6)+AcO,PC,0.00348,1
20231228_Laezza_Lipidomics_#9,116,control,PC(20:3_22:6)+AcO,PC,0.00201,1
20231228_Laezza_Lipidomics_#10,101,control,PC(20:3_22:6)+AcO,PC,0.00344,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,PC(20:3_22:6)+AcO,PC,0.00353,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,PC(20:3_22:6)+AcO,PC,0.00415,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,PC(20:3_22:6)+AcO,PC,0.00249,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,PC(20:3_22:6)+AcO,PC,0.00351,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,PC(20:3_22:6)+AcO,PC,0.00199,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,PC(20:3_22:6)+AcO,PC,0.00438,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,PC(20:3_22:6)+AcO,PC,0.00152,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,PC(20:3_22:6)+AcO,PC,0.00317,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,PC(20:3_22:6)+AcO,PC,0.00256,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,PC(20:3_22:6)+AcO,PC,0.00304,1
20231228_Laezza_Lipidomics_#1,106,control,PC(20:4_20:4)+AcO,PC,0.00584,1
20231228_Laezza_Lipidomics_#2,82,control,PC(20:4_20:4)+AcO,PC,0.0117,1
20231228_Laezza_Lipidomics_#3,92,control,PC(20:4_20:4)+AcO,PC,0.00905,1
20231228_Laezza_Lipidomics_#4,105,control,PC(20:4_20:4)+AcO,PC,0.0079,1
20231228_Laezza_Lipidomics_#5,100,control,PC(20:4_20:4)+AcO,PC,0.00899,1
20231228_Laezza_Lipidomics_#6,52,control,PC(20:4_20:4)+AcO,PC,0.0109,1
20231228_Laezza_Lipidomics_#7,86,control,PC(20:4_20:4)+AcO,PC,0.02,1
20231228_Laezza_Lipidomics_#8,97,control,PC(20:4_20:4)+AcO,PC,0.0104,1
20231228_Laezza_Lipidomics_#9,116,control,PC(20:4_20:4)+AcO,PC,0.00926,1
20231228_Laezza_Lipidomics_#10,101,control,PC(20:4_20:4)+AcO,PC,0.011,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,PC(20:4_20:4)+AcO,PC,0.0151,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,PC(20:4_20:4)+AcO,PC,0.017,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,PC(20:4_20:4)+AcO,PC,0.00676,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,PC(20:4_20:4)+AcO,PC,0.0104,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,PC(20:4_20:4)+AcO,PC,0.00734,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,PC(20:4_20:4)+AcO,PC,0.0103,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,PC(20:4_20:4)+AcO,PC,0.00613,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,PC(20:4_20:4)+AcO,PC,0.0115,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,PC(20:4_20:4)+AcO,PC,0.00891,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,PC(20:4_20:4)+AcO,PC,0.0153,1
20231228_Laezza_Lipidomics_#1,106,control,PC(20:4_22:4)+AcO,PC,0.00435,1
20231228_Laezza_Lipidomics_#2,82,control,PC(20:4_22:4)+AcO,PC,0.00462,1
20231228_Laezza_Lipidomics_#3,92,control,PC(20:4_22:4)+AcO,PC,0.00325,1
20231228_Laezza_Lipidomics_#4,105,control,PC(20:4_22:4)+AcO,PC,0.00335,1
20231228_Laezza_Lipidomics_#5,100,control,PC(20:4_22:4)+AcO,PC,0.00424,1
20231228_Laezza_Lipidomics_#6,52,control,PC(20:4_22:4)+AcO,PC,0.00409,1
20231228_Laezza_Lipidomics_#7,86,control,PC(20:4_22:4)+AcO,PC,0.00859,1
20231228_Laezza_Lipidomics_#8,97,control,PC(20:4_22:4)+AcO,PC,0.0042,1
20231228_Laezza_Lipidomics_#9,116,control,PC(20:4_22:4)+AcO,PC,0.00425,1
20231228_Laezza_Lipidomics_#10,101,control,PC(20:4_22:4)+AcO,PC,0.00521,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,PC(20:4_22:4)+AcO,PC,0.00676,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,PC(20:4_22:4)+AcO,PC,0.00706,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,PC(20:4_22:4)+AcO,PC,0.0033,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,PC(20:4_22:4)+AcO,PC,0.00473,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,PC(20:4_22:4)+AcO,PC,0.0043,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,PC(20:4_22:4)+AcO,PC,0.0031,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,PC(20:4_22:4)+AcO,PC,0.00241,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,PC(20:4_22:4)+AcO,PC,0.0031,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,PC(20:4_22:4)+AcO,PC,0.0037,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,PC(20:4_22:4)+AcO,PC,0.00631,1
20231228_Laezza_Lipidomics_#1,106,control,PC(20:4_22:5)+AcO,PC,0.00083,1
20231228_Laezza_Lipidomics_#2,82,control,PC(20:4_22:5)+AcO,PC,0.00135,1
20231228_Laezza_Lipidomics_#3,92,control,PC(20:4_22:5)+AcO,PC,0.000987,1
20231228_Laezza_Lipidomics_#4,105,control,PC(20:4_22:5)+AcO,PC,0.0011,1
20231228_Laezza_Lipidomics_#5,100,control,PC(20:4_22:5)+AcO,PC,0.0013,1
20231228_Laezza_Lipidomics_#6,52,control,PC(20:4_22:5)+AcO,PC,0.000977,1
20231228_Laezza_Lipidomics_#7,86,control,PC(20:4_22:5)+AcO,PC,0.00177,1
20231228_Laezza_Lipidomics_#8,97,control,PC(20:4_22:5)+AcO,PC,0.00114,1
20231228_Laezza_Lipidomics_#9,116,control,PC(20:4_22:5)+AcO,PC,0.000641,1
20231228_Laezza_Lipidomics_#10,101,control,PC(20:4_22:5)+AcO,PC,0.00113,1
20231228_Laezza_Lipidomics_#11,135,deltamethrin,PC(20:4_22:5)+AcO,PC,0.00209,1
20231228_Laezza_Lipidomics_#12,99,deltamethrin,PC(20:4_22:5)+AcO,PC,0.00197,1
20231228_Laezza_Lipidomics_#13,113,deltamethrin,PC(20:4_22:5)+AcO,PC,0.000527,1
20231228_Laezza_Lipidomics_#14,94,deltamethrin,PC(20:4_22:5)+AcO,PC,0.000736,1
20231228_Laezza_Lipidomics_#15,113,deltamethrin,PC(20:4_22:5)+AcO,PC,0.000735,1
20231228_Laezza_Lipidomics_#16,111,deltamethrin,PC(20:4_22:5)+AcO,PC,0.000827,1
20231228_Laezza_Lipidomics_#17,104,deltamethrin,PC(20:4_22:5)+AcO,PC,0.000222,1
20231228_Laezza_Lipidomics_#18,97,deltamethrin,PC(20:4_22:5)+AcO,PC,0.00204,1
20231228_Laezza_Lipidomics_#19,101,deltamethrin,PC(20:4_22:5)+AcO,PC,0.00125,1
20231228_Laezza_Lipidomics_#20,126,deltamethrin,PC(20:4_22:5)+AcO,PC,0.00125,1
20231228_Laezza_Lipidomics_#1,106,control,PC(20:4_22:6)+AcO,PC,0.00832,1
20231228_Laezza_Lipidomics_#2,82,control,PC(20:4_22:6)+AcO,PC,0.0134,1
20231228_Laezza_Lipidomics_#3,92,control,PC(20:4_22:6)+AcO,PC,0.0068,1
